link,name,price,condition,explanation,source,original_title,preprocessed_title,brand,model_line,model_number,variant,ram,capacity,color
https://buyee.jp/mercari/item/m70441137814,【新品・未開封】Samsung Galaxy A25 5G 本体　ブルー,"13,750 yen",New/Unused,【新品・未開封】Samsung Galaxy A25 5G 本体　ブルー 5G対応の青いSamsung Galaxy A25。 - ブランド: Samsung - モデル名: Galaxy A25 5G - 色: ブルー - Wi-Fi: 対応 ご覧いただきありがとうございます。 シリーズ...Galaxy 機種名...Galaxy A25 5G スマートフォン カラー...ブルー 容量...64GB IMEI (製造番号)...351781756827820,mercari,【新品・未開封】Samsung Galaxy A25 5G 本体　ブルー,Samsung Galaxy A25 5G,Samsung,Galaxy,A25,,,,
https://buyee.jp/mercari/item/m31582133362,iPhone 13mini（ブルー）本体•充電コード•ケース•箱,"30,980 yen",Damaged/dirty,iPhone 13mini（ブルー）本体•充電コード•ケース•箱 ご覧いただきありがとうございます！ 画面に傷が入っていて、アップした写真が画像5枚目にあります。 画面の操作には影響ありません。 ①未使用のケース ②充電コード（ライトニング-タイプC、非純正） ③箱（ちょっと汚れ） をおつけします。 バッテリーは最近修理店で交換したため、 最大容量は100%です - モデル: iPhone 13 - 色: ブルー - 状態: 画面に傷あり - カメラ: デュアルカメラ シリーズ···iPhone 機種名···iPhone 13 mini スマートフォン カラー···ブルー 容量···128GB,mercari,iPhone 13mini（ブルー）本体•充電コード•ケース•箱,iPhone 13mini( ) • • •,Apple,iPhone,13,,,,
https://buyee.jp/mercari/item/m92610827082,Apple iPhone 6 16GB シルバー バッテリー90% スマホ,"3,300 yen",A little damaged/dirty,Apple iPhone 6 16GB シルバー バッテリー90% スマホ ご覧いただきありがとうございます ・容量：16GB ・IMEI：35 202507 8069417 ・利用制限：SoftBank ◯ ・OSバージョン：12.1 商品状態 ・画面割れがございます。(タッチ操作に支障なし) ・バッテリー最大容量90% ※バッテリーは消耗品の為多少数値が前後する可能性がございます。 動作 Wi-Fiでの通信、タッチ操作、カメラの使用、生体認証(Touch ID )など基本的な動作を確認し不具合が認められる箇所はありませんでした。 撮影した写真をAirDropにて現行のiPhoneに転送する事も出来ました。 一通り動作確認をし問題無く動作していますが、画面割れがあるなる為保証なし(ジャンク品)の現状品とさせて頂きます。 発送の際は初期化とアクティベーションロックの解除を行います。 付属品 ・本体のみ 商品について ・商品の状態はしっかりと表記しているつもりですが、あくまでも素人のため、すべてを表記し切れていない場合があるかもしれません。 ・ジャンク品として出品している商品は何かしらの箇所に問題があるため「壊れ物」という扱いになります。その為動作保証がございませんのでご了承の上ご購入下さい。また動作確認が出来ている物でも記載の動作を保証する物ではございません。 ・スマートフォンやタブレットで経年劣化による軽度のバックライト輝度落ち、黄ばみ、通常の使用に耐えうる程度の輝度ムラがある場合がございます。 •バッテリーは消耗品の為持ち時間に関する保証はございません。 ・スマートフォンの動作確認は基本的に端末標準のアプリで確認しているのでサードパーティ製アプリなどの動作保証は致しかねます。 値下げ交渉について ・商品の値段次第で若干の値下げ交渉なら受けることがありますが、常識のない額の値下げ交渉はすべて断らせていただきます。 発送について ・基本的に購入当日〜翌々日以内に発送いたします。万が一遅くなる場合は連絡致します。 お願い ・受取評価は到着日〜翌日中にお願いします。 ・返品・キャンセルは不備、不良があった場合(ただしジャンク品として出品しているものは除く)のみ対応します。自己都合の返品・キャンセルはお受けできません。 ・ジャンク品は動作保証のない商品となる為いかなる場合でも返品不可です。 バッテリー最大容量···90~94%,mercari,Apple iPhone 6 16GB シルバー バッテリー90% スマホ,Apple iPhone 6 16GB 90%,Apple,iPhone,6,,16GB,16GB,
https://buyee.jp/mercari/item/m91004551308,超美品 Samsung Galaxy Z Flip5 本体 クリーム,"68,980 yen",Close to unused,超美品 Samsung Galaxy Z Flip5 本体 クリーム samsung  galaxy z flip 5のクリーム256GB simフリー国内版です。 一年半ほど前に購入し、AUにて外装と液晶の交換を行ったため、外観や液晶は新品そのものです。 動作不良や折りたたみ動作に問題はありません。 SIMピンと未使用品ケーブル付属、 元々の箱に入れて出荷します。 【 端末詳細 】 ★ 端末区分：中古品。 ★ 機種：Samsung Galaxy Z Flip5 256GB ★ IMEI：353380140216036 ★ 型番：SCG23 AUモデル ★ キャリア：SIMフリー ★ カラー：クリーム ★ 付属品：箱、ケーブルあり ★ 動作不良：なし ★ 外装ランク：A（超美品） ★ 外装詳細：カメラ枠に擦りキズ、レンズは問題なし。 【 ご購入における注意点 】 ★ 商品説明欄に記入した注意事項での返品対応はお断りさせていただきます。商品の動作確認は当店が責任を持って行っておりますので、ご安心ください。 ★ 商品の配送は、全てヤマト運輸の宅急便コンパクトまたは宅急便を利用して行います。配送方法の指定は受け付けておりません。なお、送料は全国一律0円となっております。 シリーズ···Galaxy 機種名···Galaxy Z Flip5 スマートフォン カラー···クリーム 容量···256GB,mercari,超美品 Samsung Galaxy Z Flip5 本体 クリーム,Samsung Galaxy Z Flip5,Samsung,,,,,,
https://buyee.jp/mercari/item/m68352527665,【値下げ可】iPhone 12 mini ホワイト128GB SIMフリー,"23,000 yen",A little damaged/dirty,【値下げ可】iPhone 12 mini ホワイト128GB SIMフリー iPhone 12 mini 128GB SIMフリー ホワイト 即購入◯ すぐに発送 SIMロックなし　解除済み◯ ネットワーク利用制限なし　確認済み◯ 初期化済み◯ アクティベーションロック解除済み◯ 液晶ひび割れありますが、タッチ操作、Face ID(顔認証)、通話、キーボードなど動作に問題はありません！ ⚠︎バッテリー最大容量　72% ⚠︎液晶前面にひび割れあり ⚠︎カメラピントが合いずらい ⚠︎側面少し傷あり　写真6-7枚目 ⚠︎本体(希望でケーブルも)のみ、箱や説明書× 約4年ほど使用したため、上記に加えて中古品であることご理解いただける方のみご購入お願いします。 返品、クレーム等対応致しません。 希望であれば充電ケーブル付けます！✨ その他質問や、写真等リクエストあればコメントしてください！,mercari,【値下げ可】iPhone 12 mini ホワイト128GB SIMフリー,iPhone 12 mini 128GB SIM,Apple,iPhone,12,mini,,128GB,
https://buyee.jp/mercari/item/m15826812950,Apple iPhone 14 Pro 256GBシルバー SIMフリー,"69,999 yen",A little damaged/dirty,"Apple iPhone 14 Pro 256GBシルバー SIMフリー iPhone 14 Pro 本体　シルバー　256GB 初期化済み ご覧いただきありがとうございます。 アップルストアで購入し約3年間使用しました。 大きな傷や画面の割れなどはありませんが、通常使用による使用感はございます。 大きな落下もございません。 動作不良もなくカメラも良好です。 ・バッテリー最大容量75% ・修復歴はありません。 ・付属品は下記の通りです。 （取説、リンゴシール） すり替えトラブル防止のため返品はご遠慮願います。 ※中古品である事をご理解のある方のみお願いします。 シリーズ···iPhone 機種名···iPhone 14 Pro スマートフォン カラー···シルバー 容量···256GB 付属品···説明書,箱 画面割れ···なし 機能不良···なし",mercari,Apple iPhone 14 Pro 256GBシルバー SIMフリー,Apple iPhone 14 Pro 256GB SIM,Apple,iPhone,14,Pro,,256GB,
https://buyee.jp/mercari/item/m27516471134,iPhone16 128gb simフリー,"97,000 yen",A little damaged/dirty,iPhone16 128gb simフリー シリーズ···iPhone 機種名···iPhone 16 スマートフォン カラー···ウルトラマリン 容量···128GB 最大充電容量　92% ガラスフィルム、本体に傷があります。 ご理解の上、ご購入お願いいたします。,mercari,iPhone16 128gb simフリー,iPhone16 128gb sim,Apple,iPhone,16,,,128GB,
https://buyee.jp/rakuma/item/4e1870c2c8344618901bb3d06efac5d2?conversionType=service_page_search,【新品未開封】iPhone17pro 512GB ブルー　SIMフリー,"239,999 YEN",New/Unused,✨✨フォロー割で1000円引き致します✨✨ ✳️その他のお値引きは出来かねます。 【新品未開封】 国内製品 シリーズ···iPhone 機種名···iPhone 17 Pro スマートフォン カラー···ディープブルー 容量···512GB SIMフリー 10月にアップルストアから購入しましたが使わないので出品します。,rakuma,【新品未開封】iPhone17pro 512GB ブルー　SIMフリー,iPhone17pro 512GB SIM,Apple,iPhone,17,,,512GB,
https://buyee.jp/rakuma/item/279847ecb65a39b48594f20d9ecb193f?conversionType=service_page_search,【新品未開封】iPhone17pro 256GB オレンジ　SIMフリー,"199,999 YEN",New/Unused,✨✨フォロー割で1000円引き致します✨✨ ✳️その他のお値引きは出来かねます。 【新品未開封】 国内製品 シリーズ···iPhone 機種名···iPhone 17 Pro スマートフォン カラー···オレンジ 容量···256GB SIMフリー 10月にアップルストアから購入しましたが使わないので出品します。,rakuma,【新品未開封】iPhone17pro 256GB オレンジ　SIMフリー,iPhone17pro 256GB SIM,Apple,iPhone,17,,,256GB,
https://buyee.jp/rakuma/item/cee51c8ab5b571930a887b4bb1b452f4?conversionType=service_page_search,【超美品】iPhone15 128GB ブラック バッテリー100%,"79,999 YEN",Close to unused,「アップル iPhone15 128GB ブラック」 購入:2025年7月 型番：MTMH3J/A カラー：ブラック ★バッテリー:100%！ SIMロック:無し 代表カラー：ブラック CPUコア数：6.0 コア OS種類：iOS SIMフリー：有 SIM種類：eSIM|nano-SIM ストレージ容量合計：128 GB バッテリー容量：3349.0 mAh メモリ容量（RAM）：6.0 GB 画面サイズ：6.1 in 5G対応可否：可 e-SIM対応の有無：有 機種・対応機種: iPhone15 ★注意:ネットワーク利用制限x 顔認証：有 指紋認証：無 有効画素数（サブ）：1200.0 万画素 接続端子：USB Type-C #アップル #MTMH3J/A #スマホ/家電/カメラ #スマートフォン/携帯電話 #スマートフォン本体,rakuma,【超美品】iPhone15 128GB ブラック バッテリー100%,iPhone15 128GB 100%,Apple,iPhone,15,,,128GB,
https://buyee.jp/rakuma/item/bab34a1d95b8621fce1725337c892de9?conversionType=service_page_search,NTT docomo らくらくスマートフォン F-52B ブルー,"12,900 YEN",Damaged/dirty,ご覧頂きまして、ありがとうございます。 ・新品購入し１年半利用し保管していたもので、本体は出品前に初期化済です ・IMEI:354863308489692 判定○です ・付属品は写真のものが全てです ・保護フィルムを利用、画面は綺麗な状態だと思います（フィルムは貼ったままお送りします） ・保護ケースを利用していましたが、隙間に入ったゴミで、背面に取れない汚れが全体的に付着しています（ケースに入れた場合は目立たないと思います） ・支払完了日の翌日夜までに発送手続予定です (発送が難しい状況時は別途ご連絡いたします) ・コメントや落札後の値下交渉はご遠慮下さい ・品質にこだわる方は入札をご遠慮下さい (すり替防止の為、ご返却無でお願いします） よろしくお願いいたします。,rakuma,NTT docomo らくらくスマートフォン F-52B ブルー,NTT docomo F-52B,,,,,,,
https://buyee.jp/rakuma/item/3b620e65f039e999180c375a81830a2b?conversionType=service_page_search,Apple iPhone 16e 本体部品取用ジャンク,"26,500 YEN",A little damaged/dirty,"Apple iPhone 16e 本体部品取用ジャンク アップル 型番：MD1Q4J/A カラー：ブラック ※We’re sorry, but this item is only available to buyers who can communicate in Japanese.” ご覧いただきありがとうございます。 本品はジャンク品（部品取り・修理前提）として出品しており、内容にご理解・ご納得いただける方のみご検討をお願いいたします。 ⚠️【ご確認ください】 ・アクティベーションロックあり ・IMEI番号やネットワーク利用制限の状態を当方では確認できておりません。 ⸻ ■ 商品状態 ・IMEI確認不可（状態不明） ・画面割れなし（バッテリー状態不明） ⸻ ■ 注意事項 ・動作保証・返品対応はいたしかねます（ジャンク品のため） ・商品の状態にご不安のある方は、ご購入をお控えください ※本体のみの出品です（付属品なし） ⸻ ■ その他 ・常識の範囲でお値下げのご相談は可能です、ご希望額をコメント願います ・他サイトにも出品中のため、予告なく削除となる場合がございます ⸻ 【Important (for international buyers)】 This device does not power on. We cannot verify the activation lock status or IMEI / network restriction. Previous owner stated it has no network lock, but this is unverified. Sold strictly as-is for parts or repair, in compliance with marketplace rules. #アップル #MD1Q4J/A #スマホ/家電/カメラ #スマートフォン/携帯電話 #スマートフォン本体",rakuma,Apple iPhone 16e 本体部品取用ジャンク,Apple iPhone 16e,Apple,iPhone,16,,,,
https://buyee.jp/rakuma/item/714c401c794df7d6a05c09e6de7fcd0f?conversionType=service_page_search,アップル iPhone6 16GB スペースグレイ SIMフリー,"5,100 YEN",A little damaged/dirty,「アップル iPhone6 16GB スペースグレイ SIMフリー」 アップル 型番：iPhone 6 カラー：スペースグレイ #アップル #スマホ/家電/カメラ #スマートフォン/携帯電話 #スマートフォン本体,rakuma,アップル iPhone6 16GB スペースグレイ SIMフリー,iPhone6 16GB SIM,Apple,iPhone,6,,16GB,16GB,
https://buyee.jp/rakuma/item/863070f7daa79f9ae39c052f8dfe414b?conversionType=service_page_search,iPhoneSE 第二世代　容量256ギガ　初期化済,"10,000 YEN",No obvious damages/dirt,⭐︎この度、機種変したので出品致します。⭐︎ ①画面にはガラスフィルムを貼っており、傷等はありません。 ②本体自体もカバーに入れて使っていたので傷はありません。 ③色は黒色になります。 ※注意点 ①ホームボタンが使えません。 ②それ以外の不具合は一切ありません。 ③ガラスフィルムは、剥がさない状態で出品・発送致します。 ③ノークレーム、ノーリターンでお願い致します。,rakuma,iPhoneSE 第二世代　容量256ギガ　初期化済,iPhoneSE 256,Apple,iPhone,SE,,,,
https://buyee.jp/rakuma/item/90b0b9591ee0769c1d25f72b3c63826b?conversionType=service_page_search,美品Libero Flip 128GB,"13,500 YEN",No obvious damages/dirt,Libero Flip 128GBを出品致します。 状態 ・キャリア:ワイモバイル ・ネットワーク:△ ・SIM:フリー ・容量:128GB ・色: ゴールド ・バージョン:14 ・付属品:無 ・修理歴:あり(キャリア) ・動作:確認済 ・電池:- ・外観:美品、ケースお付けします。 ・製造番号: 861149060146449 ▫︎ご理解の上ご落札下さい。 ▫︎返品・キャンセルは不可となります。 ▫︎神経質な方の入札・落札はご遠慮下さい。 宜しくお願い致します。 #Libro #liberoFlip,rakuma,美品Libero Flip 128GB,Libero Flip 128GB,,,,,,128GB,
https://buyee.jp/rakuma/item/43f2a88ecddb6bb43509d848f38f9d67?conversionType=service_page_search,iPhone7 ゴールド 32GB SIMロック解除済　中古,"5,800 YEN",A little damaged/dirty,ポスト投函便でプチプチで丁寧に梱包して発送します。他の配送方法をご希望の方や、他の商品と同梱希望の場合はコメント下さい。素人検品にご理解ください。機種スペックなどはご自身でお調べ下さい。 動作良好です。背面にケース跡ありです。画像でご確認をお願い致します。動作良好でした。 (10/27現在の情報) タッチ動作等→正常 SIMカードによる通信通話→正常 Wi-Fi通信→正常 バッテリー容量→79% ワイヤレス充電→正常 カメラ→イン・アウトともにビデオ機能含め正常 FaceID(顔認証)→機能なし 指紋認証→正常 サイドボタン→正常 前面ボタン→正常 ライト→正常 画面割れ→なし 液晶表示→正常(経年経過による劣化はありとお考え下さい) ApplePay→未確認 スピーカー→正常 マイク→正常(通話・ビデオで確認) バイブレーション→正常 iOSバージョン→10/26時点で確認(更新できるものはできる限り更新) iOS15.8.5 ネットワーク利用制限→◯ AppleID→ログアウト済(情報の確認の問い合わせがあった時のために、完全リセットはご購入後にします) 付属品：なし 充電端子→Lightning SIMロック→解除済 シリーズ···iPhone 機種名···iPhone 7 スマートフォン カラー···ゴールド 容量···32GB,rakuma,iPhone7 ゴールド 32GB SIMロック解除済　中古,iPhone7 32GB SIM,Apple,iPhone,7,,,32GB,
https://buyee.jp/rakuma/item/fff07873efabbdffc15f2b0e9ffda716?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone SE（第3世代） 64GB ミッドナイト docomo 動作確認済,"22,600 YEN",A little damaged/dirty,[商品番号]202510-0055786-S [メーカー]Apple [型番]MMYC3J/A [製品名]iPhone [シリーズ]SE（第3世代） [カラー]ミッドナイト [OS]17.3 [ストレージ容量]64GB [WiFi]OK [BlueTooth]OK [IMEI]358514792298679 [SIM]docomo [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]86% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]DM411CW350 [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]元箱、取扱説明書、充電ケーブル、SIMピン [欠品している付属品] 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・液晶画面全体に複数の軽い傷があります。 ・サイドフレーム全体に小さな傷とテカリがあります。 ・マイク部分にほこりが入り込んでいます。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone SE（第3世代） 64GB ミッドナイト docomo 動作確認済,Apple iPhone iPhone SE( 3 ) 64GB docomo,Apple,iPhone,SE,,,64GB,
https://buyee.jp/rakuma/item/a25c89d503d443194ec86cf0c715807e?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 15 Pro Max 512GB ブラックチタニウム au 美品 動作確認済,"163,800 YEN",No obvious damages/dirt,[商品番号]202510-0055275-S [メーカー]Apple [型番]MU6U3J/A [製品名]iPhone [シリーズ]Pro Max [世代]15 [カラー]ブラックチタニウム [OS]18.6.2 [ストレージ容量]512GB [WiFi]OK [BlueTooth]OK [IMEI]350793227651607 [SIM]au [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]85% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]J9WFFG9TCP [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]元箱、取扱説明書、SIMピン [欠品している付属品]ケーブル 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・フレームにスレ傷がございます こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 15 Pro Max 512GB ブラックチタニウム au 美品 動作確認済,Apple iPhone iPhone 15 Pro Max 512GB au,Apple,iPhone,15,Pro Max,,512GB,
https://buyee.jp/rakuma/item/d6cfa0d8a9988d9593de1c8b75260e42?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 16 256GB ウルトラマリン SIMフリー 動作確認済,"102,400 YEN",Damaged/dirty,[商品番号]202510-0055242-S [メーカー]Apple [型番]MYE03J/A [製品名]iPhone [世代]16 [カラー]ウルトラマリン [OS]18.6.2 [ストレージ容量]256GB [WiFi]OK [BlueTooth]OK [IMEI]356640327124213 [バッテリー残量]95% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]NG [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]DF7MFH4KYH [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMフリー [タッチパネル]入力に問題ございません。 [付属品]本体のみ [欠品している付属品] 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・広角レンズ時、中央上部に黒点の写り込み１個あります。 ・マイク穴に汚れが有ります。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 16 256GB ウルトラマリン SIMフリー 動作確認済,Apple iPhone iPhone 16 256GB SIM,Apple,iPhone,16,,,256GB,
https://buyee.jp/rakuma/item/a0f7ed2e3a53d6163bf486b0c4d8c8a8?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 13 mini 128GB スターライト docomo 動作確認済,"33,400 YEN",Damaged/dirty,[商品番号]202510-0053780-S [メーカー]Apple [型番]MLJE3J/A [製品名]iPhone [シリーズ]mini [世代]13 [カラー]スターライト [OS]18.6.2 [ストレージ容量]128GB [WiFi]OK [BlueTooth]OK [IMEI]351374050325913 [SIM]docomo [利用制限状態]△：今後ネットワーク利用制限がかかる可能性があります [バッテリー残量]74% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]CMXMH63NGY [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]元箱、取扱説明書、充電ケーブル、SIMピン [欠品している付属品] 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・側面に汚れや擦れがございます こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 13 mini 128GB スターライト docomo 動作確認済,Apple iPhone iPhone 13 mini 128GB docomo,Apple,iPhone,13,mini,,128GB,
https://buyee.jp/rakuma/item/3eed94efe8b452c0742388fb4c0d8918?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 15 128GB ホワイトチタニウム SIMフリー 美品 動作確認済,"116,800 YEN",No obvious damages/dirt,[商品番号]202510-0054022-S [メーカー]Apple [型番]MTU83J/A [製品名]iPhone [世代]15 [カラー]ホワイトチタニウム [OS]18.5 [ストレージ容量]128GB [WiFi]OK [BlueTooth]OK [IMEI]354496315268310 [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]86% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]FWVD2V4WDG [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMフリー [タッチパネル]入力に問題ございません。 [付属品]元箱、取扱説明書、SIMピン [欠品している付属品]ケーブル 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・上部面にテカリや擦れが見られます こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 15 128GB ホワイトチタニウム SIMフリー 美品 動作確認済,Apple iPhone iPhone 15 128GB SIM,Apple,iPhone,15,,,128GB,
https://buyee.jp/rakuma/item/3f595fe96e04e9211e5a9ee749727011?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 15 Pro Max 512GB ブルーチタニウム SIMフリー 動作確認済,"131,300 YEN",A little damaged/dirty,[商品番号]202510-0053386-S [メーカー]Apple [型番]MU6X3J/A [製品名]iPhone [シリーズ]Pro Max [世代]15 [カラー]ブルーチタニウム [OS]18.6.2 [ストレージ容量]512GB [WiFi]OK [BlueTooth]OK [IMEI]354784321035280 [利用制限状態]〇：今後ネットワーク利用制限がかかることはありません [バッテリー残量]85% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]M49YGH9XCH [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMフリー [タッチパネル]入力に問題ございません。 [付属品]元箱、取扱説明書、充電ケーブル、SIMピン [欠品している付属品] 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・フレーム角に傷がございます ・背面にテカリがございます こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 15 Pro Max 512GB ブルーチタニウム SIMフリー 動作確認済,Apple iPhone iPhone 15 Pro Max 512GB SIM,Apple,iPhone,15,Pro Max,,512GB,
https://buyee.jp/rakuma/item/8a9eda0ad0d068d8423fe60a7f7e721d?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 14 Pro 128GB スペースブラック Softbank 動作確認済,"75,900 YEN",A little damaged/dirty,[商品番号]202510-0054626-S [メーカー]Apple [型番]MPXU3J/A [製品名]iPhone [シリーズ]Pro [世代]14 [カラー]スペースブラック [OS]18.3.2 [ストレージ容量]128GB [WiFi]OK [BlueTooth]OK [IMEI]350114360106392 [SIM]Softbank [利用制限状態]△：今後ネットワーク利用制限がかかる可能性があります [バッテリー残量]84% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]LHJCQF2Y6D [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]本体のみ [欠品している付属品]元箱　取扱説明書　充電ケーブル　SIMピン 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・フレームに傷、線傷、擦れ傷、塗装剥がれがございます。 ・下部スピーカー部汚れがございます。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 14 Pro 128GB スペースブラック Softbank 動作確認済,Apple iPhone iPhone 14 Pro 128GB Softbank,Apple,iPhone,14,Pro,,128GB,
https://buyee.jp/rakuma/item/b7171c947f6b7bbaa4be35a84b69390d?conversionType=service_page_search,【全額返金保証】【最速発送】Apple iPhone iPhone 16 Pro 256GB ナチュラルチタニウム Softbank 美品 動作確認済,"141,600 YEN",No obvious damages/dirt,[商品番号]202510-0053852-S [メーカー]Apple [型番]MYN33J/A [製品名]iPhone [シリーズ]Pro [世代]16 [カラー]ナチュラルチタニウム [OS]26 [ストレージ容量]256GB [WiFi]OK [BlueTooth]OK [IMEI]354149556463187 [SIM]Softbank [利用制限状態]△：今後ネットワーク利用制限がかかる可能性があります [バッテリー残量]98% [バッテリー稼働チェック]バッテリーのみで動作可能です [FaceID]OK [TouchID]非搭載 [音声出力]OK [カメラ]OK [液晶]傷・汚れ、色むら、ドット抜けなどなくクリアです。 [シリアル]LRXP7CH996 [メーカー保証]期限切れ [アクティベーションロック]解除済み [SIMロック]SIMロック解除済み [タッチパネル]入力に問題ございません。 [付属品]元箱、充電ケーブル、SIMピン [欠品している付属品] 写真の内容が全てです。「付属品」欄で記載した付属品以外は無いものとお考えください。 [外観について]若干傷・汚れなど見られますが概ね良好です。 [動作について]問題ございません。 [その他特記事項] ・充放電回数 243回のお品物でございます。 ・スピーカー穴に汚れの付着が見られます。 ・フレームにテカリが見られます。 こちらの商品はラクマ公式パートナーの株式会社YTHサービスによって出品されています。,rakuma,【全額返金保証】【最速発送】Apple iPhone iPhone 16 Pro 256GB ナチュラルチタニウム Softbank 美品 動作確認済,Apple iPhone iPhone 16 Pro 256GB Softbank,Apple,iPhone,16,Pro,,256GB,
